imgName,x0,y0,semiAx1,semiAx2,rotAngle
img0120.png,160,117,32,10,0
img0121.png,171,158,28,54,0
img0122.png,163,161,37,39,0
img0123.png,88,85,25,12,0
img0124.png,90,178,36,57,0
img0125.png,68,132,47,19,0
img0126.png,157,140,11,46,0
img0127.png,111,73,49,39,0
img0128.png,138,134,10,32,0
img0129.png,142,177,28,23,0
img0130.png,140,135,35,50,0
img0131.png,73,94,10,14,0
img0132.png,158,129,26,53,0
img0133.png,108,108,42,40,0
img0134.png,131,167,27,30,0
img0135.png,148,175,58,41,0
img0136.png,160,88,47,49,0
img0137.png,90,98,43,52,0
img0138.png,96,152,43,26,0
img0139.png,71,78,14,53,0
img0140.png,112,116,29,28,0
img0141.png,135,82,46,50,0
img0142.png,144,73,34,13,0
img0143.png,114,87,35,35,0
img0144.png,75,112,34,17,0
img0145.png,176,96,26,32,0
img0146.png,169,95,15,51,0
img0147.png,91,154,26,35,0
img0148.png,128,105,28,53,0
img0149.png,174,78,35,21,0
img0150.png,138,163,50,50,0
img0151.png,107,77,34,31,0
img0152.png,134,169,22,24,0
img0153.png,121,72,56,50,0
img0154.png,130,128,28,39,0
img0155.png,178,108,30,35,0
img0156.png,140,140,25,23,0
img0157.png,157,136,55,42,0
img0158.png,147,95,36,44,0
img0159.png,176,162,31,23,0
img0160.png,123,178,45,27,0
img0161.png,112,85,12,15,0
img0162.png,122,122,50,59,0
img0163.png,148,149,42,37,0
img0164.png,123,115,31,12,0
img0165.png,82,120,12,31,0
img0166.png,163,165,20,30,0
img0167.png,126,84,20,15,0
img0168.png,100,157,56,26,0
img0169.png,159,94,13,12,0
img0170.png,146,110,53,27,0
img0171.png,123,82,12,27,0
img0172.png,102,77,34,21,0
img0173.png,160,133,55,52,0
img0174.png,179,73,37,37,0
img0175.png,79,171,34,43,0
img0176.png,162,88,55,47,0
img0177.png,159,173,42,20,0
img0178.png,176,103,29,47,0
img0179.png,149,96,30,43,0
img0180.png,145,126,16,35,0
img0181.png,157,116,33,21,0
img0182.png,155,66,40,45,0
img0183.png,170,179,50,51,0
img0184.png,132,106,22,52,0
img0185.png,165,117,32,56,0
img0186.png,118,67,15,27,0
img0187.png,164,70,14,19,0
img0188.png,137,90,35,26,0
img0189.png,81,151,52,31,0
img0190.png,137,141,30,39,0
img0191.png,119,173,48,38,0
img0192.png,84,71,13,41,0
img0193.png,94,96,15,24,0
img0194.png,135,107,21,57,0
img0195.png,95,176,39,49,0
img0196.png,66,87,21,54,0
img0197.png,112,89,48,28,0
img0198.png,113,101,16,59,0
img0199.png,130,138,21,14,0
img0200.png,174,85,43,40,0
img0201.png,86,161,10,29,0
img0202.png,142,124,28,33,0
img0203.png,125,71,10,58,0
img0204.png,70,106,25,17,0
img0205.png,67,120,47,59,0
img0206.png,151,172,46,55,0
img0207.png,159,93,16,22,0
img0208.png,170,115,14,17,0
img0209.png,92,167,14,47,0
img0210.png,124,78,33,44,0
img0211.png,167,144,40,46,0
img0212.png,145,110,15,32,0
img0213.png,175,152,59,40,0
img0214.png,86,102,41,33,0
img0215.png,83,85,32,54,0
img0216.png,128,155,24,55,0
img0217.png,162,142,12,49,0
img0218.png,121,148,24,53,0
img0219.png,80,167,25,59,0
img0220.png,102,169,25,56,0
img0221.png,141,116,31,57,0
img0222.png,148,148,41,10,0
img0223.png,171,108,54,37,0
img0224.png,131,76,25,53,0
img0225.png,157,126,17,11,0
img0226.png,77,95,13,44,0
img0227.png,74,114,55,44,0
img0228.png,174,86,14,35,0
img0229.png,148,133,15,31,0
img0230.png,178,177,49,25,0
img0231.png,96,91,15,38,0
img0232.png,96,127,23,30,0
img0233.png,69,71,23,38,0
img0234.png,138,81,15,35,0
img0235.png,109,138,43,56,0
img0236.png,99,85,24,55,0
img0237.png,70,140,47,57,0
img0238.png,103,168,33,23,0
img0239.png,155,154,45,52,0
img0240.png,72,159,59,28,0
img0241.png,160,118,46,49,0
img0242.png,120,150,56,24,0
img0243.png,97,113,37,30,0
img0244.png,89,77,49,34,0
img0245.png,90,126,46,37,0
img0246.png,70,85,34,10,0
img0247.png,100,93,30,25,0
img0248.png,96,127,12,41,0
img0249.png,89,141,34,51,0
img0250.png,167,70,34,41,0
img0251.png,137,99,50,17,0
img0252.png,152,82,17,50,0
img0253.png,86,149,26,39,0
img0254.png,140,129,33,44,0
img0255.png,119,135,58,50,0
img0256.png,156,98,46,20,0
img0257.png,160,72,29,24,0
img0258.png,116,173,12,29,0
img0259.png,72,140,17,57,0
img0260.png,163,172,48,47,0
img0261.png,112,136,15,28,0
img0262.png,140,72,36,18,0
img0263.png,144,76,26,15,0
img0264.png,139,134,16,34,0
img0265.png,89,130,20,50,0
img0266.png,80,115,59,43,0
img0267.png,164,82,24,31,0
img0268.png,158,118,39,38,0
img0269.png,90,67,28,16,0
img0270.png,167,132,44,59,0
img0271.png,114,153,42,19,0
img0272.png,177,72,31,32,0
img0273.png,126,165,13,22,0
img0274.png,135,88,36,10,0
img0275.png,108,122,48,49,0
img0276.png,94,163,16,55,0
img0277.png,110,161,17,40,0
img0278.png,127,129,49,23,0
img0279.png,112,118,28,38,0
img0280.png,72,122,56,47,0
img0281.png,139,109,57,28,0
img0282.png,69,160,26,30,0
img0283.png,177,140,52,55,0
img0284.png,69,166,36,29,0
img0285.png,67,70,44,49,0
img0286.png,83,112,47,15,0
img0287.png,138,111,15,44,0
img0288.png,171,136,29,47,0
img0289.png,159,138,45,34,0
img0290.png,73,137,26,59,0
img0291.png,115,139,32,12,0
img0292.png,170,142,24,42,0
img0293.png,143,103,35,55,0
img0294.png,140,94,59,40,0
img0295.png,96,105,56,38,0
img0296.png,153,155,40,52,0
img0297.png,153,85,55,33,0
img0298.png,178,161,48,26,0
img0299.png,123,107,39,54,0
img0300.png,65,79,27,20,0
img0301.png,80,110,20,22,0
img0302.png,99,117,28,26,0
img0303.png,83,76,22,46,0
img0304.png,91,67,55,11,0
img0305.png,140,171,35,36,0
img0306.png,145,85,12,43,0
img0307.png,88,153,17,29,0
img0308.png,151,168,20,31,0
img0309.png,115,149,33,51,0
img0310.png,76,74,22,46,0
img0311.png,68,148,12,14,0
img0312.png,145,103,16,10,0
img0313.png,165,165,31,33,0
img0314.png,100,103,26,39,0
img0315.png,95,165,59,20,0
img0316.png,173,111,27,34,0
img0317.png,72,142,16,46,0
img0318.png,74,173,49,45,0
img0319.png,92,88,29,43,0
img0320.png,168,129,54,59,0
img0321.png,144,171,57,27,0
img0322.png,155,66,18,29,0
img0323.png,145,158,25,48,0
img0324.png,170,166,40,59,0
img0325.png,87,112,18,50,0
img0326.png,175,169,12,35,0
img0327.png,84,139,47,13,0
img0328.png,121,128,38,15,0
img0329.png,156,78,43,13,0
img0330.png,177,144,57,45,0
img0331.png,102,177,31,30,0
img0332.png,104,148,26,34,0
img0333.png,67,82,57,36,0
img0334.png,72,152,59,38,0
img0335.png,101,69,21,33,0
img0336.png,138,89,33,57,0
img0337.png,164,149,29,41,0
img0338.png,165,177,17,18,0
img0339.png,104,84,54,37,0
img0340.png,135,170,22,21,0
img0341.png,154,120,51,43,0
img0342.png,103,165,18,34,0
img0343.png,104,123,58,14,0
img0344.png,145,161,15,50,0
img0345.png,150,107,16,34,0
img0346.png,107,93,21,14,0
img0347.png,89,150,48,43,0
img0348.png,66,135,27,40,0
img0349.png,96,144,58,41,0
img0350.png,167,138,30,29,0
img0351.png,109,169,13,49,0
img0352.png,127,147,17,57,0
img0353.png,90,71,28,53,0
img0354.png,112,103,46,37,0
img0355.png,142,111,27,40,0
img0356.png,105,66,46,43,0
img0357.png,153,174,19,50,0
img0358.png,72,88,21,50,0
img0359.png,68,80,40,16,0
img0360.png,162,167,21,46,0
img0361.png,84,147,55,21,0
img0362.png,73,98,31,14,0
img0363.png,177,178,43,10,0
img0364.png,87,136,50,53,0
img0365.png,129,171,50,44,0
img0366.png,164,70,18,24,0
img0367.png,70,162,27,56,0
img0368.png,104,101,46,37,0
img0369.png,109,163,20,45,0
img0370.png,79,118,35,44,0
img0371.png,94,154,12,36,0
img0372.png,170,76,32,41,0
img0373.png,92,108,31,16,0
img0374.png,72,103,35,54,0
img0375.png,119,150,47,13,0
img0376.png,112,134,31,51,0
img0377.png,78,89,55,19,0
img0378.png,105,131,52,57,0
img0379.png,153,145,40,20,0
img0380.png,66,68,27,39,0
img0381.png,139,103,12,25,0
img0382.png,100,87,51,40,0
img0383.png,108,176,40,20,0
img0384.png,110,106,37,27,0
img0385.png,135,99,31,11,0
img0386.png,105,65,16,44,0
img0387.png,153,174,31,53,0
img0388.png,161,172,59,17,0
img0389.png,154,65,15,48,0
img0390.png,146,142,26,36,0
img0391.png,176,108,13,17,0
img0392.png,176,65,58,59,0
img0393.png,159,78,44,39,0
img0394.png,157,119,19,11,0
img0395.png,158,152,35,46,0
img0396.png,65,80,11,55,0
img0397.png,68,140,29,38,0
img0398.png,82,149,12,15,0
img0399.png,131,78,22,27,0
img0400.png,174,166,44,56,0
img0401.png,155,139,57,48,0
img0402.png,148,75,24,46,0
img0403.png,164,82,33,18,0
img0404.png,99,106,34,35,0
img0405.png,115,68,42,55,0
img0406.png,140,150,43,40,0
img0407.png,94,130,29,25,0
img0408.png,108,75,15,11,0
img0409.png,128,103,22,14,0
img0410.png,99,160,15,26,0
img0411.png,81,156,50,49,0
img0412.png,89,69,57,11,0
img0413.png,76,173,43,32,0
img0414.png,155,72,12,32,0
img0415.png,112,134,39,56,0
img0416.png,65,166,17,40,0
img0417.png,140,168,47,15,0
img0418.png,69,113,53,25,0
img0419.png,73,114,21,52,0
img0420.png,141,67,58,53,0
img0421.png,133,119,24,47,0
img0422.png,125,110,30,48,0
img0423.png,161,134,55,31,0
img0424.png,90,128,49,30,0
img0425.png,126,110,25,44,0
img0426.png,138,156,38,19,0
img0427.png,69,101,12,12,0
img0428.png,92,151,55,17,0
img0429.png,130,71,44,32,0
img0430.png,176,121,26,42,0
img0431.png,136,131,16,27,0
img0432.png,126,122,21,11,0
img0433.png,119,127,34,10,0
img0434.png,111,71,23,39,0
img0435.png,86,115,33,11,0
img0436.png,97,112,55,58,0
img0437.png,127,168,26,58,0
img0438.png,101,155,29,12,0
img0439.png,72,130,47,50,0
img0440.png,105,93,22,16,0
img0441.png,84,134,54,45,0
img0442.png,81,119,38,56,0
img0443.png,77,99,34,11,0
img0444.png,102,158,16,42,0
img0445.png,112,169,51,17,0
img0446.png,78,76,28,23,0
img0447.png,127,66,21,47,0
img0448.png,171,90,43,37,0
img0449.png,132,133,51,19,0
img0450.png,95,105,25,20,0
img0451.png,156,106,29,54,0
img0452.png,100,110,50,29,0
img0453.png,137,84,48,22,0
img0454.png,142,171,29,55,0
img0455.png,80,159,43,22,0
img0456.png,94,151,10,25,0
img0457.png,113,88,56,30,0
img0458.png,123,107,57,34,0
img0459.png,102,160,16,50,0
img0460.png,135,74,17,27,0
img0461.png,138,111,49,45,0
img0462.png,82,168,54,39,0
img0463.png,150,110,29,47,0
img0464.png,99,72,59,52,0
img0465.png,87,110,18,18,0
img0466.png,98,89,45,12,0
img0467.png,174,70,44,56,0
img0468.png,166,99,35,51,0
img0469.png,156,161,59,17,0
img0470.png,141,141,27,20,0
img0471.png,146,110,19,24,0
img0472.png,85,89,26,29,0
img0473.png,148,169,14,53,0
img0474.png,86,164,52,51,0
img0475.png,86,106,18,27,0
img0476.png,97,71,41,57,0
img0477.png,90,154,24,36,0
img0478.png,84,73,48,23,0
img0479.png,72,157,50,19,0
img0480.png,93,107,26,44,0
img0481.png,85,84,37,50,0
img0482.png,162,162,12,59,0
img0483.png,75,147,50,55,0
img0484.png,167,102,26,56,0
img0485.png,105,135,35,28,0
img0486.png,126,101,38,54,0
img0487.png,113,89,10,56,0
img0488.png,134,99,27,28,0
img0489.png,122,83,45,34,0
img0490.png,103,85,44,37,0
img0491.png,110,143,23,56,0
img0492.png,147,91,40,17,0
img0493.png,121,104,22,15,0
img0494.png,92,67,40,33,0
img0495.png,88,98,32,21,0
img0496.png,120,167,30,59,0
img0497.png,105,127,47,46,0
img0498.png,76,150,19,31,0
img0499.png,103,122,51,43,0
img0500.png,171,105,27,42,0
img0501.png,100,84,39,38,0
img0502.png,96,70,35,48,0
img0503.png,79,141,52,31,0
img0504.png,155,118,32,56,0
img0505.png,131,123,55,11,0
img0506.png,68,116,52,15,0
img0507.png,101,73,29,13,0
img0508.png,100,144,26,56,0
img0509.png,173,103,21,21,0
img0510.png,140,100,45,54,0
img0511.png,124,163,50,29,0
img0512.png,123,143,34,37,0
img0513.png,143,74,38,37,0
img0514.png,85,118,28,38,0
img0515.png,125,91,45,33,0
img0516.png,123,174,22,37,0
img0517.png,77,106,55,40,0
img0518.png,160,163,58,22,0
img0519.png,136,113,35,22,0
img0520.png,67,117,16,36,0
img0521.png,87,165,50,11,0
img0522.png,133,122,52,18,0
img0523.png,67,75,11,45,0
img0524.png,147,145,28,36,0
img0525.png,143,157,46,57,0
img0526.png,149,136,58,30,0
img0527.png,91,171,28,10,0
img0528.png,67,111,48,18,0
img0529.png,131,82,18,16,0
img0530.png,83,104,52,25,0
img0531.png,134,118,53,21,0
img0532.png,169,132,19,55,0
img0533.png,156,82,24,51,0
img0534.png,123,91,44,50,0
img0535.png,141,76,54,54,0
img0536.png,124,93,52,11,0
img0537.png,101,78,32,39,0
img0538.png,111,139,39,57,0
img0539.png,82,75,36,14,0
img0540.png,148,160,22,51,0
img0541.png,71,168,36,17,0
img0542.png,129,122,35,14,0
img0543.png,68,70,24,56,0
img0544.png,120,164,15,49,0
img0545.png,94,71,25,30,0
img0546.png,154,150,46,14,0
img0547.png,179,85,14,55,0
img0548.png,132,131,16,28,0
img0549.png,78,90,44,59,0
img0550.png,144,143,37,50,0
img0551.png,172,158,24,57,0
img0552.png,120,78,32,12,0
img0553.png,120,124,29,27,0
img0554.png,176,124,37,31,0
img0555.png,72,137,34,35,0
img0556.png,94,114,50,16,0
img0557.png,143,147,33,22,0
img0558.png,132,91,12,25,0
img0559.png,143,147,58,19,0
img0560.png,99,104,40,43,0
img0561.png,74,75,31,47,0
img0562.png,162,153,31,56,0
img0563.png,110,130,34,39,0
img0564.png,133,70,58,58,0
img0565.png,65,110,45,56,0
img0566.png,154,156,31,37,0
img0567.png,89,95,20,10,0
img0568.png,166,83,58,54,0
img0569.png,151,105,46,56,0
img0570.png,124,135,33,44,0
img0571.png,80,113,15,28,0
img0572.png,72,143,50,32,0
img0573.png,155,88,11,14,0
img0574.png,149,84,32,59,0
img0575.png,161,160,37,14,0
img0576.png,140,172,14,25,0
img0577.png,137,106,26,48,0
img0578.png,128,169,12,42,0
img0579.png,111,90,11,55,0
img0580.png,131,113,57,29,0
img0581.png,167,72,18,17,0
img0582.png,100,142,19,27,0
img0583.png,65,134,20,20,0
img0584.png,173,150,54,35,0
img0585.png,136,103,11,23,0
img0586.png,146,77,36,38,0
img0587.png,69,137,16,59,0
img0588.png,146,93,57,27,0
img0589.png,78,98,10,45,0
img0590.png,157,93,39,39,0
img0591.png,80,92,22,54,0
img0592.png,68,168,39,50,0
img0593.png,129,132,56,22,0
img0594.png,154,99,26,15,0
img0595.png,147,89,15,10,0
img0596.png,94,124,33,44,0
img0597.png,149,82,24,31,0
img0598.png,159,130,31,13,0
img0599.png,65,101,35,49,0
img0600.png,148,119,34,21,0
img0601.png,178,141,49,45,0
img0602.png,132,85,50,49,0
img0603.png,128,137,51,14,0
img0604.png,105,145,39,30,0
img0605.png,73,136,11,34,0
img0606.png,146,73,37,41,0
img0607.png,127,81,43,41,0
img0608.png,128,137,45,24,0
img0609.png,73,66,50,22,0
img0610.png,124,110,14,54,0
img0611.png,105,113,36,46,0
img0612.png,178,144,13,50,0
img0613.png,106,96,59,42,0
img0614.png,105,162,45,29,0
img0615.png,176,169,13,46,0
img0616.png,159,175,50,38,0
img0617.png,140,173,20,57,0
img0618.png,66,134,32,45,0
img0619.png,116,66,44,23,0
img0620.png,74,132,17,59,0
img0621.png,140,76,35,58,0
img0622.png,147,151,42,25,0
img0623.png,146,165,46,50,0
img0624.png,102,110,36,49,0
img0625.png,134,170,53,41,0
img0626.png,95,87,37,39,0
img0627.png,118,157,15,10,0
img0628.png,91,149,19,58,0
img0629.png,170,139,29,10,0
img0630.png,134,73,52,54,0
img0631.png,144,110,35,36,0
img0632.png,138,86,28,37,0
img0633.png,154,151,54,56,0
img0634.png,179,133,49,25,0
img0635.png,109,162,25,21,0
img0636.png,93,177,43,44,0
img0637.png,117,67,19,29,0
img0638.png,102,154,37,46,0
img0639.png,67,140,43,15,0
img0640.png,120,109,24,23,0
img0641.png,136,147,28,10,0
img0642.png,172,159,41,26,0
img0643.png,157,118,19,23,0
img0644.png,76,97,33,47,0
img0645.png,155,113,16,14,0
img0646.png,156,97,46,43,0
img0647.png,138,138,30,53,0
img0648.png,138,94,44,19,0
img0649.png,158,122,59,46,0
img0650.png,105,101,23,40,0
img0651.png,177,117,39,40,0
img0652.png,170,95,35,28,0
img0653.png,154,99,12,16,0
img0654.png,169,99,41,16,0
img0655.png,161,174,14,34,0
img0656.png,143,167,29,31,0
img0657.png,179,75,19,47,0
img0658.png,103,177,23,36,0
img0659.png,91,167,26,57,0
img0660.png,148,162,16,26,0
img0661.png,91,125,45,43,0
img0662.png,94,127,28,30,0
img0663.png,178,134,20,49,0
img0664.png,82,128,24,59,0
img0665.png,154,91,38,52,0
img0666.png,94,161,52,34,0
img0667.png,82,121,57,56,0
img0668.png,93,81,55,29,0
img0669.png,70,140,22,16,0
img0670.png,142,84,45,56,0
img0671.png,85,156,56,18,0
img0672.png,124,87,35,22,0
img0673.png,177,126,14,11,0
img0674.png,172,78,55,15,0
img0675.png,145,66,28,50,0
img0676.png,146,85,45,18,0
img0677.png,172,90,23,33,0
img0678.png,141,170,35,53,0
img0679.png,175,96,39,38,0
img0680.png,74,168,53,21,0
img0681.png,165,151,13,44,0
img0682.png,178,100,39,12,0
img0683.png,130,171,13,28,0
img0684.png,80,79,14,34,0
img0685.png,176,142,40,49,0
img0686.png,168,174,22,40,0
img0687.png,88,76,43,15,0
img0688.png,177,162,32,51,0
img0689.png,112,119,17,24,0
img0690.png,177,141,50,56,0
img0691.png,110,142,56,50,0
img0692.png,88,75,49,28,0
img0693.png,165,68,47,35,0
img0694.png,150,83,41,12,0
img0695.png,135,119,44,48,0
img0696.png,178,172,49,44,0
img0697.png,95,138,26,31,0
img0698.png,161,67,56,18,0
img0699.png,170,75,14,24,0
img0700.png,122,84,30,28,0
img0701.png,162,68,33,44,0
img0702.png,92,122,23,32,0
img0703.png,72,150,28,25,0
img0704.png,142,113,28,47,0
img0705.png,152,175,49,18,0
img0706.png,130,93,52,55,0
img0707.png,115,73,31,28,0
img0708.png,142,71,16,49,0
img0709.png,103,83,57,46,0
img0710.png,147,121,54,11,0
img0711.png,66,128,21,55,0
img0712.png,110,179,49,54,0
img0713.png,129,126,42,57,0
img0714.png,160,71,41,20,0
img0715.png,176,162,31,54,0
img0716.png,125,70,20,46,0
img0717.png,84,134,48,59,0
img0718.png,129,99,44,18,0
img0719.png,176,138,39,28,0
img0720.png,156,68,11,21,0
img0721.png,68,126,52,57,0
img0722.png,121,172,18,19,0
img0723.png,104,100,27,38,0
img0724.png,155,76,23,38,0
img0725.png,77,165,49,12,0
img0726.png,116,140,38,42,0
img0727.png,126,66,57,21,0
img0728.png,78,140,15,58,0
img0729.png,117,77,27,48,0
img0730.png,153,123,19,42,0
img0731.png,132,90,52,33,0
img0732.png,154,122,55,24,0
img0733.png,122,146,59,59,0
img0734.png,78,73,43,44,0
img0735.png,105,107,47,40,0
img0736.png,139,122,58,58,0
img0737.png,114,76,21,37,0
img0738.png,104,140,17,14,0
img0739.png,67,131,42,29,0
img0740.png,175,174,28,13,0
img0741.png,94,82,46,39,0
img0742.png,131,89,14,29,0
img0743.png,159,163,57,30,0
img0744.png,151,125,42,22,0
img0745.png,146,177,59,57,0
img0746.png,156,179,18,19,0
img0747.png,151,170,35,23,0
img0748.png,94,102,34,54,0
img0749.png,136,161,14,41,0
img0750.png,176,123,28,59,0
img0751.png,83,155,31,55,0
img0752.png,148,133,48,39,0
img0753.png,68,141,23,40,0
img0754.png,126,77,57,19,0
img0755.png,161,69,27,43,0
img0756.png,168,150,42,53,0
img0757.png,136,172,12,47,0
img0758.png,134,85,47,29,0
img0759.png,92,145,43,23,0
img0760.png,108,170,21,32,0
img0761.png,121,106,59,46,0
img0762.png,98,165,54,23,0
img0763.png,126,153,45,27,0
img0764.png,108,140,41,59,0
img0765.png,150,141,37,23,0
img0766.png,179,98,16,31,0
img0767.png,80,68,56,21,0
img0768.png,65,159,13,52,0
img0769.png,162,120,10,59,0
img0770.png,102,154,53,25,0
img0771.png,179,68,59,33,0
img0772.png,68,66,37,58,0
img0773.png,158,72,24,51,0
img0774.png,66,95,33,16,0
img0775.png,110,118,34,11,0
img0776.png,172,140,43,32,0
img0777.png,101,133,32,45,0
img0778.png,99,74,19,32,0
img0779.png,161,75,43,45,0
img0780.png,107,77,27,58,0
img0781.png,165,67,43,57,0
img0782.png,94,140,27,29,0
img0783.png,127,79,24,38,0
img0784.png,156,134,35,59,0
img0785.png,95,107,18,20,0
img0786.png,137,75,31,54,0
img0787.png,77,178,48,45,0
img0788.png,85,164,12,29,0
img0789.png,131,157,31,41,0
img0790.png,76,122,15,54,0
img0791.png,85,178,45,48,0
img0792.png,123,177,54,48,0
img0793.png,92,83,31,57,0
img0794.png,95,152,10,12,0
img0795.png,176,173,23,21,0
img0796.png,136,132,10,10,0
img0797.png,154,177,57,12,0
img0798.png,168,76,59,48,0
img0799.png,127,178,18,44,0
img0800.png,124,168,27,36,0
img0801.png,65,73,13,44,0
img0802.png,103,65,36,12,0
img0803.png,82,163,27,45,0
img0804.png,144,149,29,54,0
img0805.png,165,164,41,53,0
img0806.png,173,163,13,23,0
img0807.png,140,105,11,24,0
img0808.png,135,149,56,11,0
img0809.png,84,137,51,14,0
img0810.png,109,178,12,36,0
img0811.png,151,68,16,35,0
img0812.png,90,141,18,37,0
img0813.png,176,126,57,58,0
img0814.png,122,70,58,57,0
img0815.png,148,125,31,37,0
img0816.png,173,177,51,20,0
img0817.png,166,82,30,56,0
img0818.png,147,71,40,16,0
img0819.png,132,163,53,18,0
img0820.png,135,139,26,27,0
img0821.png,136,174,54,52,0
img0822.png,136,165,58,50,0
img0823.png,139,95,34,15,0
img0824.png,173,100,21,10,0
img0825.png,117,167,33,55,0
img0826.png,133,151,50,31,0
img0827.png,135,128,39,50,0
img0828.png,145,105,12,52,0
img0829.png,114,121,18,10,0
img0830.png,122,167,56,30,0
img0831.png,83,129,27,20,0
img0832.png,160,104,12,34,0
img0833.png,129,93,50,58,0
img0834.png,65,174,28,22,0
img0835.png,152,125,34,43,0
img0836.png,152,73,50,59,0
img0837.png,65,95,16,25,0
img0838.png,91,91,32,58,0
img0839.png,175,126,30,31,0
img0840.png,173,78,37,57,0
img0841.png,69,153,39,13,0
img0842.png,83,104,19,25,0
img0843.png,177,111,56,35,0
img0844.png,97,133,34,31,0
img0845.png,66,166,44,18,0
img0846.png,109,143,12,59,0
img0847.png,140,121,58,46,0
img0848.png,114,86,26,43,0
img0849.png,68,162,15,12,0
img0850.png,144,142,18,31,0
img0851.png,105,96,51,16,0
img0852.png,152,154,40,28,0
img0853.png,104,85,49,29,0
img0854.png,81,99,32,16,0
img0855.png,153,88,36,33,0
img0856.png,105,65,13,16,0
img0857.png,139,176,25,20,0
img0858.png,147,101,34,39,0
img0859.png,143,174,50,12,0
img0860.png,139,178,49,31,0
img0861.png,175,74,58,28,0
img0862.png,136,82,52,34,0
img0863.png,87,164,38,33,0
img0864.png,99,110,17,48,0
img0865.png,115,96,15,52,0
img0866.png,111,125,40,38,0
img0867.png,67,68,46,26,0
img0868.png,105,94,33,37,0
img0869.png,101,82,25,26,0
img0870.png,68,74,42,30,0
img0871.png,116,166,30,42,0
